Wall time,Step,Value
1708855316.024344,1056,10.055135726928711
1708855801.7237673,2112,10.08565902709961
1708856274.0363514,3168,9.913764953613281
1708856746.5048192,4224,10.434633255004883
1708857211.477009,5280,10.467094421386719
1708857695.38671,6336,9.893427848815918
1708858152.6353402,7392,9.838044166564941
1708858610.7942057,8448,10.606588363647461
1708859067.7402396,9504,9.842360496520996
1708859544.1467254,10560,9.846650123596191
1708860010.0071,11616,9.772989273071289
1708860493.3345728,12672,10.532827377319336
1708860961.6259077,13728,11.367339134216309
1708861426.548724,14784,10.709394454956055
1708861883.8105202,15840,9.735933303833008
1708862337.4247608,16896,9.700984954833984
1708862794.1308472,17952,11.308655738830566
1708863248.0438375,19008,9.773659706115723
1708863701.6194866,20064,9.695429801940918
1708864148.982956,21120,9.717844009399414
1708864599.5252397,22176,9.703768730163574
1708865058.2662048,23232,9.682451248168945
1708865513.9881806,24288,9.690791130065918
1708865970.6335592,25344,9.641756057739258
1708866423.5777507,26400,9.67261791229248
1708866875.8018382,27456,9.641473770141602
1708867328.9136062,28512,9.738807678222656
1708867785.681449,29568,9.693995475769043
1708868233.7828314,30624,9.64263916015625
1708868684.846285,31680,9.65274715423584
1708869138.2688534,32736,9.680584907531738
1708869582.305162,33792,9.615548133850098
1708870030.067783,34848,9.70409107208252
1708870478.357978,35904,9.600042343139648
1708870926.5097182,36960,9.68373966217041
1708871394.5784469,38016,9.607059478759766
1708871856.6370685,39072,9.633753776550293
1708872301.7765698,40128,9.498311996459961
1708872746.7189956,41184,9.532302856445312
1708873216.9938862,42240,9.618026733398438
1708873686.9109442,43296,9.603839874267578
1708874139.1472187,44352,9.40658950805664
1708874583.1409235,45408,9.275789260864258
1708875041.3380122,46464,9.355513572692871
1708875506.3570912,47520,9.410634994506836
1708875948.8307674,48576,9.229819297790527
1708876393.114857,49632,9.261870384216309
1708876837.654222,50688,9.176778793334961
1708877271.8842082,51744,9.245854377746582
1708877714.3009446,52800,9.200483322143555
1708878158.5391605,53856,9.206995964050293
1708878606.867067,54912,9.188230514526367
1708879055.8612142,55968,9.196683883666992
1708879497.6638966,57024,9.16437816619873
1708879947.5686877,58080,9.15269947052002
1708880393.497894,59136,9.154769897460938
1708880842.6631012,60192,9.172260284423828
1708881300.8019753,61248,9.15812873840332
1708881761.3846843,62304,9.182482719421387
1708882218.0993226,63360,9.139965057373047
1708882670.9674194,64416,9.144569396972656
1708883118.3432698,65472,9.125493049621582
1708883569.487968,66528,9.112119674682617
1708884013.907175,67584,9.108823776245117
1708884465.6762102,68640,9.122076034545898
1708884911.2208228,69696,9.099349975585938
1708885370.9916034,70752,9.124338150024414
1708885820.2852304,71808,9.113048553466797
1708886273.2477617,72864,9.091202735900879
1708886721.4437284,73920,9.121025085449219
1708887168.471353,74976,9.05795669555664
1708887611.7589002,76032,9.063996315002441
1708888052.4110641,77088,9.045256614685059
1708888489.3542287,78144,9.027202606201172
1708888925.5846307,79200,9.041438102722168
1708889371.4166174,80256,9.053505897521973
1708889797.2344284,81312,9.023361206054688
1708890217.7224233,82368,8.98443603515625
1708890640.8842902,83424,9.000211715698242
1708891062.0428638,84480,8.980254173278809
1708891484.0038972,85536,8.982575416564941
1708891905.1478896,86592,8.98595905303955
1708892328.5775979,87648,8.984039306640625
1708892746.8668795,88704,8.975107192993164
1708893166.088898,89760,8.967036247253418
1708893586.6134644,90816,8.964791297912598
1708894013.2615962,91872,8.965926170349121
1708894434.0146704,92928,8.953864097595215
1708894861.2033474,93984,8.950202941894531
1708895282.0875316,95040,8.938928604125977
1708895708.291714,96096,8.915909767150879
1708896132.5532937,97152,8.915827751159668
1708896558.7599885,98208,8.899266242980957
1708896990.1846275,99264,8.904670715332031
1708897415.0178857,100320,8.894672393798828
1708897843.7728586,101376,8.89437198638916
1708898269.5533535,102432,8.887980461120605
1708898695.5987108,103488,8.896061897277832
1708899122.4768772,104544,8.873985290527344
1708899552.288984,105600,8.873933792114258
1708899977.666793,106656,8.859353065490723
1708900402.7452116,107712,8.843328475952148
1708900826.4660094,108768,8.834939002990723
1708901248.104407,109824,8.83933162689209
1708901673.8458686,110880,8.835107803344727
1708902096.8148293,111936,8.842447280883789
1708902518.106687,112992,8.835841178894043
1708902944.5718648,114048,8.821328163146973
1708903373.2550716,115104,8.809005737304688
1708903799.5791173,116160,8.805098533630371
1708904224.6682281,117216,8.811931610107422
1708904650.0313597,118272,8.807089805603027
1708905076.964617,119328,8.805980682373047
1708905501.201097,120384,8.80053424835205
1708905925.703376,121440,8.80472469329834
1708906350.7973158,122496,8.802940368652344
1708906778.7323136,123552,8.808603286743164
1708907201.4414523,124608,8.801715850830078
1708907624.7740283,125664,8.79955005645752
1708908045.4516134,126720,8.827617645263672
1708908468.438214,127776,8.821154594421387
1708908895.30099,128832,8.798914909362793
1708909317.016403,129888,8.797069549560547
1708909742.3615458,130944,8.797022819519043
1708910169.586102,132000,8.800192832946777
1708910598.8678658,133056,8.796591758728027
1708911023.6554828,134112,8.80204963684082
1708911448.0692,135168,8.800636291503906
1708911876.7834122,136224,8.796939849853516
1708912305.1626582,137280,8.799059867858887
1708912732.020702,138336,8.797636032104492
1708913153.6770768,139392,8.79832935333252
1708913584.7970438,140448,8.796144485473633
1708914007.8658888,141504,8.798918724060059
1708914430.7467117,142560,8.796904563903809
1708914859.149083,143616,8.797565460205078
1708915286.6297753,144672,8.797024726867676
1708915714.5480244,145728,8.79826831817627
1708916145.012745,146784,8.79665470123291
1708916568.8645537,147840,8.799273490905762
1708916996.0006244,148896,8.796208381652832
1708917423.952973,149952,8.798731803894043
1708917854.8991864,151008,8.799433708190918
1708918283.7305613,152064,8.805941581726074
1708918710.7721465,153120,8.802087783813477
1708919138.114364,154176,8.797282218933105
1708919566.6051657,155232,8.795343399047852
1708919994.1888745,156288,8.796436309814453
1708920422.2341642,157344,8.796481132507324
1708920849.4635596,158400,8.79629135131836
1708921274.4996364,159456,8.796817779541016
1708921703.1990082,160512,8.798709869384766
1708922131.6276762,161568,8.79481029510498
1708922559.302662,162624,8.79481315612793
1708922987.8833716,163680,8.794790267944336
1708923415.9501164,164736,8.7953519821167
1708923843.8145163,165792,8.79494571685791
1708924271.328925,166848,8.794198036193848
1708924701.0300891,167904,8.795697212219238
1708925130.5192742,168960,8.79481315612793
1708925556.6910734,170016,8.795308113098145
1708925984.7922137,171072,8.795026779174805
1708926411.4571812,172128,8.796940803527832
1708926839.1417716,173184,8.805017471313477
1708927264.9779,174240,8.79652214050293
1708927695.9642463,175296,8.79500961303711
1708928127.5194688,176352,8.794334411621094
1708928560.5545182,177408,8.794557571411133
1708928992.341459,178464,8.794459342956543
1708929424.2599144,179520,8.794885635375977
1708929853.1223774,180576,8.793859481811523
1708930283.7518003,181632,8.796438217163086
1708930716.5000453,182688,8.793875694274902
1708931144.8787937,183744,8.794020652770996
1708931578.8304012,184800,8.793380737304688
1708932010.9229763,185856,8.794313430786133
1708932445.6296952,186912,8.7943115234375
1708932873.5018537,187968,8.79401969909668
1708933305.2789414,189024,8.794254302978516
1708933738.235147,190080,8.796043395996094
1708934170.4215944,191136,8.794089317321777
1708934600.8220568,192192,8.794404983520508
1708935030.7049155,193248,8.794042587280273
1708935463.3777695,194304,8.793819427490234
1708935896.622861,195360,8.794724464416504
1708936329.6215615,196416,8.793980598449707
1708936763.8989518,197472,8.793352127075195
1708937194.005799,198528,8.79393482208252
1708937624.289391,199584,8.794587135314941
1708938053.6468723,200640,8.794146537780762
1708938483.070609,201696,8.79677963256836
1708938911.1614876,202752,8.794090270996094
1708939339.377079,203808,8.796401023864746
1708939772.4021213,204864,8.793651580810547
1708940198.8472445,205920,8.7935209274292
1708940626.6098533,206976,8.794088363647461
1708941055.034317,208032,8.796533584594727
1708941486.239687,209088,8.795435905456543
1708941910.5540068,210144,8.793851852416992
1708942341.537205,211200,8.793339729309082
1708942774.080141,212256,8.794166564941406
1708943206.36346,213312,8.793695449829102
1708943636.2372873,214368,8.794994354248047
1708944065.6818082,215424,8.793455123901367
1708944491.6331532,216480,8.795136451721191
1708944922.5095835,217536,8.792972564697266
1708945351.1598697,218592,8.793105125427246
1708945781.982625,219648,8.793850898742676
1708946210.9533608,220704,8.800895690917969
1708946648.608959,221760,8.79772663116455
1708947079.6825674,222816,8.794464111328125
1708947509.672523,223872,8.794344902038574
1708947936.220112,224928,8.79418659210205
1708948365.086629,225984,8.793577194213867
1708948798.4242742,227040,8.79348373413086
1708949229.6552544,228096,8.794189453125
1708949661.4413536,229152,8.793610572814941
1708950087.1470542,230208,8.7935209274292
1708950514.1954803,231264,8.795136451721191
1708950944.2866085,232320,8.793929100036621
1708951374.0434668,233376,8.794013023376465
1708951803.4613752,234432,8.794401168823242
1708952237.498346,235488,8.794281005859375
1708952668.4243324,236544,8.793267250061035
1708953098.350859,237600,8.79333209991455
1708953530.278584,238656,8.793207168579102
1708953961.3491604,239712,8.793283462524414
1708954395.2268624,240768,8.793045043945312
1708954824.7522364,241824,8.793307304382324
1708955252.1728299,242880,8.79389476776123
1708955684.0816815,243936,8.792805671691895
1708956113.1648166,244992,8.792763710021973
1708956542.231775,246048,8.793365478515625
1708956969.8091393,247104,8.794272422790527
1708957400.3921254,248160,8.794261932373047
1708957839.1821108,249216,8.792696952819824
1708958269.2391481,250272,8.792701721191406
1708958698.541412,251328,8.79260540008545
1708959128.4920127,252384,8.793240547180176
1708959558.8742437,253440,8.796540260314941
1708959987.776411,254496,8.793828964233398
1708960414.2164183,255552,8.793071746826172
1708960846.3260853,256608,8.793100357055664
1708961275.7480695,257664,8.793723106384277
1708961707.4269638,258720,8.793275833129883
1708962136.1763866,259776,8.793246269226074
1708962567.6144602,260832,8.792988777160645
1708962994.6169791,261888,8.793359756469727
1708963426.4824905,262944,8.792596817016602
1708963855.4532418,264000,8.79249382019043
1708964286.1531582,265056,8.793262481689453
1708964717.5444682,266112,8.800776481628418
1708965148.9948354,267168,8.79343032836914
1708965580.0227625,268224,8.793664932250977
1708966011.324233,269280,8.792801856994629
1708966438.938868,270336,8.792951583862305
1708966869.979724,271392,8.79467487335205
1708967299.8987613,272448,8.793484687805176
1708967733.9736962,273504,8.842211723327637
1708968163.863036,274560,8.793755531311035
1708968596.131124,275616,8.79301929473877
1708969027.4051368,276672,8.793601989746094
1708969457.4668913,277728,8.792364120483398
1708969885.3111129,278784,8.793139457702637
1708970314.2740126,279840,8.793558120727539
1708970749.57005,280896,8.79334545135498
1708971177.5240445,281952,8.793147087097168
1708971605.2012146,283008,8.793904304504395
1708972037.212525,284064,8.793350219726562
1708972469.1809025,285120,8.794567108154297
1708972901.742929,286176,8.79405689239502
1708973330.6121426,287232,8.793831825256348
1708973759.026987,288288,8.793993949890137
1708974191.0887434,289344,8.793730735778809
1708974624.2802403,290400,8.79500675201416
1708975053.017468,291456,8.79479694366455
1708975482.770461,292512,8.795825958251953
1708975910.96426,293568,8.793766975402832
1708976341.249737,294624,8.794402122497559
1708976768.8872924,295680,8.794062614440918
1708977201.118383,296736,8.794052124023438
1708977631.3521311,297792,8.793858528137207
1708978065.3784618,298848,8.793671607971191
1708978493.2696319,299904,8.793797492980957
1708978923.25314,300960,8.79386043548584
1708979354.276394,302016,8.793818473815918
1708979785.7812252,303072,8.793672561645508
1708980215.5951662,304128,8.793651580810547
1708980648.1083577,305184,8.793180465698242
1708981077.0479345,306240,8.79344367980957
1708981506.7816708,307296,8.793458938598633
1708981940.0101032,308352,8.793954849243164
1708982368.6340468,309408,8.793746948242188
1708982796.5940936,310464,8.793448448181152
1708983224.9612873,311520,8.794605255126953
1708983649.6103597,312576,8.796642303466797
1708984072.2670152,313632,8.7965669631958
1708984495.6642668,314688,8.796586990356445
1708984921.8965857,315744,8.79708194732666
1708985349.5022523,316800,8.796655654907227
1708985773.8091218,317856,8.796555519104004
1708986198.6463995,318912,8.796072006225586
1708986628.6986053,319968,8.794236183166504
1708987060.032255,321024,8.793925285339355
1708987488.1073835,322080,8.793890953063965
1708987918.3448915,323136,8.793868064880371
1708988345.411233,324192,8.794157981872559
1708988774.882744,325248,8.794419288635254
1708989205.6382399,326304,8.79427433013916
1708989632.3823926,327360,8.79541301727295
1708990057.1328096,328416,8.809822082519531
1708990475.044279,329472,8.848440170288086
1708990903.1219285,330528,8.829903602600098
1708991326.464077,331584,8.830690383911133
1708991752.1934683,332640,8.837681770324707
1708992179.671393,333696,8.831650733947754
1708992610.591944,334752,8.830344200134277
1708993038.8141332,335808,8.829545974731445
1708993467.5727036,336864,8.829182624816895
1708993896.8353627,337920,8.828953742980957
1708994328.1635437,338976,8.825531959533691
1708994757.0828886,340032,8.82933235168457
1708995183.5544631,341088,8.828454971313477
1708995609.954189,342144,8.829205513000488
1708996036.665175,343200,8.82789134979248
1708996460.0580103,344256,8.826022148132324
1708996876.3801336,345312,8.825927734375
1708997296.630565,346368,8.82580280303955
1708997716.1245787,347424,8.825986862182617
1708998138.1495893,348480,8.82635498046875
1708998558.076867,349536,8.826120376586914
1708998976.249887,350592,8.826567649841309
1708999395.9751215,351648,8.825825691223145
1708999819.3598723,352704,8.826179504394531
1709000237.0553024,353760,8.825967788696289
1709000657.8318539,354816,8.825900077819824
1709001077.0831232,355872,8.82595157623291
1709001496.4644206,356928,8.825942039489746
1709001918.0029674,357984,8.82627010345459
1709002337.5192535,359040,8.826109886169434
1709002755.830663,360096,8.82610034942627
1709003179.0533867,361152,8.826016426086426
1709003600.841161,362208,8.825644493103027
1709004019.2343922,363264,8.825862884521484
1709004440.885825,364320,8.825953483581543
1709004861.8172278,365376,8.825983047485352
1709005284.2245612,366432,8.825836181640625
1709005701.563491,367488,8.826138496398926
1709006119.3009007,368544,8.826774597167969
1709006538.5314257,369600,8.843244552612305
1709006959.0798457,370656,8.825925827026367
1709007375.3761687,371712,8.826741218566895
1709007795.5129702,372768,8.825923919677734
1709008210.9884627,373824,8.827534675598145
1709008631.0573583,374880,8.832186698913574
1709009048.1606822,375936,8.826475143432617
1709009465.4365757,376992,8.825997352600098
1709009883.8306704,378048,8.826395034790039
1709010300.4682362,379104,8.825810432434082
1709010722.9880638,380160,8.82575511932373
1709011144.5865726,381216,8.826184272766113
1709011564.972535,382272,8.829473495483398
1709011986.3017025,383328,8.825592994689941
1709012405.4936144,384384,8.825355529785156
1709012823.4643786,385440,8.82490062713623
1709013241.9685247,386496,8.8253173828125
1709013660.6449864,387552,8.82665729522705
1709014083.702289,388608,8.824706077575684
1709014504.41855,389664,8.82481861114502
1709014922.2471592,390720,8.824982643127441
1709015341.8257904,391776,8.824786186218262
1709015764.8429286,392832,8.824572563171387
1709016182.4016716,393888,8.823766708374023
1709016598.3394518,394944,8.824575424194336
1709017017.345129,396000,8.824220657348633
1709017439.2701418,397056,8.823447227478027
1709017856.1817806,398112,8.824819564819336
1709018276.7004359,399168,8.824936866760254
1709018696.5650508,400224,8.824112892150879
1709019115.4615078,401280,8.8243408203125
1709019532.7911096,402336,8.82492733001709
1709019949.4266987,403392,8.82437801361084
1709020364.8727767,404448,8.825034141540527
1709020782.8653545,405504,8.824054718017578
1709021208.1533608,406560,8.825189590454102
1709021630.6909354,407616,8.824628829956055
1709022046.94076,408672,8.82388973236084
1709022466.0000749,409728,8.82386589050293
1709022884.2781253,410784,8.824113845825195
1709023303.430197,411840,8.82850170135498
1709023724.8972974,412896,8.826465606689453
1709024141.6243155,413952,8.823426246643066
1709024559.510591,415008,8.823663711547852
1709024981.028186,416064,8.824003219604492
1709025396.6342206,417120,8.824146270751953
1709025814.9704168,418176,8.823923110961914
1709026231.1541514,419232,8.823759078979492
1709026649.802371,420288,8.823155403137207
1709027065.750866,421344,8.82308292388916
1709027485.735555,422400,8.823932647705078
1709027905.4902754,423456,8.824151039123535
